,product_id,current_date,current_stock,predicted_sales,future_week,need_buy,quant_needed
35,P0130,2019-09-30,16.0,1.42329810,2019-10-14,NO,0.0
36,P0131,2019-09-30,98.0,16.44228200,2019-10-14,NO,0.0
37,P0137,2019-09-30,16.0,0.09850236,2019-10-14,NO,0.0
38,P0141,2019-09-30,19.0,0.99040180,2019-10-14,NO,0.0
39,P0144,2019-09-30,8.0,0.00000000,2019-10-14,NO,0.0
40,P0147,2019-09-30,0.0,0.20717087,2019-10-14,YES,1.0
41,P0156,2019-09-30,6.0,0.01440843,2019-10-14,NO,0.0
42,P0162,2019-09-30,13.0,0.11589249,2019-10-14,NO,0.0
43,P0165,2019-09-30,4.0,0.19620660,2019-10-14,NO,0.0
44,P0169,2019-09-30,16.0,0.60793440,2019-10-14,NO,0.0
45,P0171,2019-09-30,3.0,0.87132615,2019-10-14,NO,0.0
46,P0174,2019-09-30,8.0,2.60757450,2019-10-14,NO,0.0
47,P0177,2019-09-30,13.0,0.15164366,2019-10-14,NO,0.0
48,P0178,2019-09-30,5.0,-0.00297595,2019-10-14,NO,0.0
49,P0179,2019-09-30,13.0,0.00000000,2019-10-14,NO,0.0
50,P0182,2019-09-30,9.0,4.50687460,2019-10-14,YES,1.0
51,P0184,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
52,P0186,2019-09-30,5.0,0.41410150,2019-10-14,NO,0.0
53,P0188,2019-09-30,10.0,0.00000000,2019-10-14,NO,0.0
54,P0195,2019-09-30,4.0,0.00000000,2019-10-14,NO,0.0
55,P0197,2019-09-30,13.0,0.92335230,2019-10-14,NO,0.0
56,P0198,2019-09-30,7.0,3.09537550,2019-10-14,NO,0.0
57,P0210,2019-09-30,7.0,0.47985286,2019-10-14,NO,0.0
58,P0212,2019-09-30,5.0,0.58246523,2019-10-14,NO,0.0
59,P0213,2019-09-30,43.0,0.24218173,2019-10-14,NO,0.0
60,P0217,2019-09-30,24.0,0.00000000,2019-10-14,NO,0.0
61,P0219,2019-09-30,4.0,0.00000000,2019-10-14,NO,0.0
62,P0220,2019-09-30,20.0,0.35280555,2019-10-14,NO,0.0
63,P0221,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
64,P0222,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
65,P0223,2019-09-30,9.0,0.24182013,2019-10-14,NO,0.0
66,P0229,2019-09-30,6.0,0.11730110,2019-10-14,NO,0.0
67,P0233,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
68,P0239,2019-09-30,8.0,0.56555605,2019-10-14,NO,0.0
69,P0240,2019-09-30,3.0,-0.00087901,2019-10-14,NO,0.0
70,P0241,2019-09-30,5.0,0.18164130,2019-10-14,NO,0.0
71,P0242,2019-09-30,11.0,0.12730607,2019-10-14,NO,0.0
72,P0249,2019-09-30,21.0,0.11228734,2019-10-14,NO,0.0
73,P0252,2019-09-30,2.0,0.06249800,2019-10-14,NO,0.0
74,P0255,2019-09-30,3.0,0.08531471,2019-10-14,NO,0.0
75,P0260,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
76,P0261,2019-09-30,12.0,2.43881920,2019-10-14,NO,0.0
77,P0266,2019-09-30,13.0,0.00000000,2019-10-14,NO,0.0
78,P0268,2019-09-30,46.0,1.77628350,2019-10-14,NO,0.0
79,P0269,2019-09-30,4.0,1.24713370,2019-10-14,NO,0.0
80,P0277,2019-09-30,12.0,0.87607590,2019-10-14,NO,0.0
81,P0280,2019-09-30,15.0,1.97427010,2019-10-14,NO,0.0
82,P0282,2019-09-30,10.0,0.16103882,2019-10-14,NO,0.0
83,P0283,2019-09-30,15.0,0.64819070,2019-10-14,NO,0.0
84,P0286,2019-09-30,43.0,0.97786380,2019-10-14,NO,0.0
85,P0287,2019-09-30,1.0,0.11879558,2019-10-14,NO,0.0
86,P0296,2019-09-30,22.0,6.82684660,2019-10-14,NO,0.0
87,P0297,2019-09-30,3.0,0.09994934,2019-10-14,NO,0.0
88,P0312,2019-09-30,7.0,0.00000000,2019-10-14,NO,0.0
89,P0317,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
90,P0318,2019-09-30,17.0,1.63637540,2019-10-14,NO,0.0
91,P0324,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
92,P0325,2019-09-30,19.0,1.19051220,2019-10-14,NO,0.0
93,P0328,2019-09-30,16.0,0.26239540,2019-10-14,NO,0.0
94,P0333,2019-09-30,9.0,5.27166600,2019-10-14,YES,3.0
95,P0337,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
96,P0340,2019-09-30,5.0,0.05037807,2019-10-14,NO,0.0
97,P0341,2019-09-30,15.0,0.08754504,2019-10-14,NO,0.0
98,P0348,2019-09-30,9.0,0.84410550,2019-10-14,NO,0.0
99,P0350,2019-09-30,10.0,0.00000000,2019-10-14,NO,0.0
100,P0351,2019-09-30,15.0,0.23884620,2019-10-14,NO,0.0
101,P0355,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
102,P0358,2019-09-30,29.0,0.00000000,2019-10-14,NO,0.0
103,P0361,2019-09-30,6.0,0.00000000,2019-10-14,NO,0.0
104,P0362,2019-09-30,4.0,0.25274503,2019-10-14,NO,0.0
105,P0364,2019-09-30,21.0,5.43754900,2019-10-14,NO,0.0
106,P0366,2019-09-30,16.0,0.00000000,2019-10-14,NO,0.0
107,P0371,2019-09-30,16.0,0.00000000,2019-10-14,NO,0.0
108,P0372,2019-09-30,57.0,3.17093520,2019-10-14,NO,0.0
109,P0373,2019-09-30,11.0,0.00000000,2019-10-14,NO,0.0
110,P0376,2019-09-30,7.0,0.30062455,2019-10-14,NO,0.0
111,P0389,2019-09-30,3.0,0.55268294,2019-10-14,NO,0.0
112,P0390,2019-09-30,2.0,0.69813510,2019-10-14,NO,0.0
113,P0392,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
114,P0395,2019-09-30,6.0,1.00000000,2019-10-14,NO,0.0
115,P0398,2019-09-30,4.0,0.00000000,2019-10-14,NO,0.0
116,P0399,2019-09-30,13.0,0.00000000,2019-10-14,NO,0.0
117,P0402,2019-09-30,3.0,0.29929695,2019-10-14,NO,0.0
118,P0405,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
119,P0406,2019-09-30,5.0,0.20265822,2019-10-14,NO,0.0
120,P0408,2019-09-30,2.0,-0.10543320,2019-10-14,NO,0.0
121,P0412,2019-09-30,11.0,0.44022000,2019-10-14,NO,0.0
122,P0413,2019-09-30,10.51,1.09111380,2019-10-14,NO,0.0
123,P0414,2019-09-30,6.0,0.00000000,2019-10-14,NO,0.0
124,P0417,2019-09-30,4.0,0.49278262,2019-10-14,NO,0.0
125,P0419,2019-09-30,93.0,0.00000000,2019-10-14,NO,0.0
126,P0420,2019-09-30,48.0,1.97674430,2019-10-14,NO,0.0
127,P0421,2019-09-30,12.0,-0.00121345,2019-10-14,NO,0.0
128,P0424,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
129,P0425,2019-09-30,2.0,0.37177312,2019-10-14,NO,0.0
130,P0427,2019-09-30,60.0,0.01280828,2019-10-14,NO,0.0
131,P0428,2019-09-30,3.0,1.57142780,2019-10-14,YES,1.0
132,P0435,2019-09-30,11.0,0.13545024,2019-10-14,NO,0.0
133,P0436,2019-09-30,19.0,4.20453640,2019-10-14,NO,0.0
134,P0437,2019-09-30,3.0,0.17838056,2019-10-14,NO,0.0
135,P0441,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
136,P0442,2019-09-30,5.0,0.00000049,2019-10-14,NO,0.0
137,P0446,2019-09-30,18.0,0.07892306,2019-10-14,NO,0.0
138,P0451,2019-09-30,3.0,0.17185728,2019-10-14,NO,0.0
139,P0452,2019-09-30,8.0,0.00000000,2019-10-14,NO,0.0
140,P0453,2019-09-30,59.0,0.00000022,2019-10-14,NO,0.0
141,P0454,2019-09-30,17.0,0.27048250,2019-10-14,NO,0.0
142,P0456,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
143,P0459,2019-09-30,13.0,3.78278700,2019-10-14,NO,0.0
144,P0463,2019-09-30,12.0,0.00000000,2019-10-14,NO,0.0
145,P0464,2019-09-30,19.0,0.00000000,2019-10-14,NO,0.0
146,P0470,2019-09-30,2.0,0.62359220,2019-10-14,NO,0.0
147,P0481,2019-09-30,3.0,0.52273715,2019-10-14,NO,0.0
148,P0485,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
149,P0490,2019-09-30,4.0,0.00000000,2019-10-14,NO,0.0
150,P0496,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
151,P0497,2019-09-30,39.0,0.00000000,2019-10-14,NO,0.0
152,P0499,2019-09-30,33.0,9.14777100,2019-10-14,NO,0.0
153,P0500,2019-09-30,51.0,7.26417830,2019-10-14,NO,0.0
154,P0504,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
155,P0506,2019-09-30,34.0,0.12613983,2019-10-14,NO,0.0
156,P0509,2019-09-30,1.0,0.35000655,2019-10-14,NO,0.0
157,P0511,2019-09-30,8.0,0.00000000,2019-10-14,NO,0.0
158,P0522,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
159,P0527,2019-09-30,17.0,0.97574340,2019-10-14,NO,0.0
160,P0534,2019-09-30,18.0,15.38172400,2019-10-14,YES,16.0
161,P0536,2019-09-30,0.0,3.03720000,2019-10-14,YES,7.0
162,P0543,2019-09-30,7.0,1.95882340,2019-10-14,NO,0.0
163,P0545,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
164,P0546,2019-09-30,10.0,0.00000000,2019-10-14,NO,0.0
165,P0548,2019-09-30,39.0,3.54984710,2019-10-14,NO,0.0
166,P0549,2019-09-30,6.0,0.00000000,2019-10-14,NO,0.0
167,P0556,2019-09-30,3.0,0.15198512,2019-10-14,NO,0.0
168,P0563,2019-09-30,24.0,0.00000000,2019-10-14,NO,0.0
169,P0565,2019-09-30,12.0,1.17989610,2019-10-14,NO,0.0
170,P0569,2019-09-30,40.0,3.13264510,2019-10-14,NO,0.0
171,P0570,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
172,P0571,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
173,P0572,2019-09-30,18.0,0.02687094,2019-10-14,NO,0.0
174,P0574,2019-09-30,1.0,2.01008460,2019-10-14,YES,4.0
175,P0585,2019-09-30,6.0,0.18128292,2019-10-14,NO,0.0
176,P0587,2019-09-30,38.0,0.67907465,2019-10-14,NO,0.0
177,P0590,2019-09-30,22.0,2.63495200,2019-10-14,NO,0.0
178,P0598,2019-09-30,7.0,0.00000000,2019-10-14,NO,0.0
179,P0608,2019-09-30,10.0,0.01024118,2019-10-14,NO,0.0
180,P0613,2019-09-23,0.0,0.64122310,2019-10-07,YES,2.0
181,P0614,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
182,P0625,2019-09-30,3.0,0.00000000,2019-10-14,NO,0.0
183,P0628,2019-09-30,12.0,0.00000000,2019-10-14,NO,0.0
184,P0629,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
185,P0639,2019-09-30,0.0,1.34318200,2019-10-14,YES,3.0
186,P0642,2019-09-30,26.0,0.64348340,2019-10-14,NO,0.0
187,P0646,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
188,P0649,2019-09-30,5.0,-0.00009632,2019-10-14,NO,0.0
189,P0651,2019-09-30,6.0,0.37524328,2019-10-14,NO,0.0
190,P0652,2019-09-30,14.0,0.41912420,2019-10-14,NO,0.0
191,P0655,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
192,P0658,2019-09-30,1.0,0.00000000,2019-10-14,NO,0.0
193,P0660,2019-09-30,9.0,0.47529700,2019-10-14,NO,0.0
194,P0663,2019-09-30,6.0,2.38149740,2019-10-14,NO,0.0
195,P0664,2019-09-30,20.0,3.57416370,2019-10-14,NO,0.0
196,P0665,2019-09-30,12.0,0.12364063,2019-10-14,NO,0.0
197,P0670,2019-09-30,3.0,0.57859033,2019-10-14,NO,0.0
198,P0671,2019-09-30,9.0,0.00000000,2019-10-14,NO,0.0
199,P0676,2019-09-30,12.0,0.00000000,2019-10-14,NO,0.0
200,P0680,2019-09-30,1.0,0.48699883,2019-10-14,YES,1.0
201,P0682,2019-09-30,8.0,3.21086600,2019-10-14,NO,0.0
202,P0684,2019-09-30,3.0,0.00000000,2019-10-14,NO,0.0
203,P0694,2019-09-30,18.0,1.07958420,2019-10-14,NO,0.0
204,P0695,2019-09-30,3.0,0.53988300,2019-10-14,NO,0.0
205,P0698,2019-09-30,15.0,0.37607116,2019-10-14,NO,0.0
206,P0702,2019-09-30,6.0,0.86528470,2019-10-14,NO,0.0
207,P0704,2019-09-30,17.0,0.08061634,2019-10-14,NO,0.0
208,P0705,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
209,P0707,2019-09-30,4.0,0.12290917,2019-10-14,NO,0.0
210,P0709,2019-09-30,54.0,5.08466300,2019-10-14,NO,0.0
211,P0711,2019-09-30,7.0,0.00000000,2019-10-14,NO,0.0
212,P0712,2019-09-30,10.0,0.44973913,2019-10-14,NO,0.0
213,P0714,2019-09-30,23.0,0.00000000,2019-10-14,NO,0.0
214,P0718,2019-09-30,29.0,3.58851530,2019-10-14,NO,0.0
215,P0721,2019-09-30,6.0,0.70915806,2019-10-14,NO,0.0
216,P0724,2019-09-30,12.0,0.00000000,2019-10-14,NO,0.0
217,P0729,2019-09-30,2.0,0.00000000,2019-10-14,NO,0.0
218,P0731,2019-09-30,18.0,1.06213590,2019-10-14,NO,0.0
219,P0733,2019-09-30,12.0,0.71651816,2019-10-14,NO,0.0
220,P0741,2019-09-30,3.0,0.00000000,2019-10-14,NO,0.0
221,P0742,2019-09-30,5.0,0.00000000,2019-10-14,NO,0.0
222,P0747,2019-09-30,16.0,0.03162127,2019-10-14,NO,0.0
223,P0748,2019-09-30,18.0,0.78943820,2019-10-14,NO,0.0
